POINT_X,POINT_Y,TWI,Slope,Distance,LST,NDVI,SMI,Classes
656650.9591,1374273.184,6.1724377,14.422205,1112.152832,29.61849683,0.1064164,0.2832336,0
653207.6441,1384570.322,6.7843256,4.2426405,1256.221802,27.40827477,0.0892473,0.4241377,0
656109.916,1382965.287,14.0386543,,3225.970459,27.78781175,0.1089698,0.3999418,0
655359.2238,1382456.836,5.4220357,11.0453606,2628.59082,28.69759968,0.1180767,0.3419418,0
657576.3848,1373987.381,10.1266308,,1239.129517,29.60502809,0.085637,0.2840922,0
655673.2342,1374356.811,16.136673,,923.5926514,27.1681052,0.1497585,0.4394488,0
657799.9768,1377979.74,9.1822205,1.4142135,3553.131836,27.79963188,0.2477884,0.3991882,0
658838.123,1374115.764,7.2424707,5.8309517,2417.273193,29.62924293,0.1017374,0.2825485,0
656185.7502,1377147.081,5.6330328,2.8284271,2395.116211,26.80479735,0.1616938,0.46261,0
657031.5075,1379410.101,10.8197784,4.472136,2909.68335,26.54904414,0.1546253,0.4789146,0
653130.9178,1384217.306,11.3793936,1.4142135,1445.651123,28.1220069,0.1328499,0.3786364,0
656443.8453,1376185.404,11.042922,5.8309517,2835.44458,29.11727294,0.1384044,0.3151872,0
654975.2884,1384148.627,5.2864594,5.8309517,2430.470459,27.59987852,0.32568,0.4119228,0
655878.8008,1381649.966,10.1266308,,3294.650635,28.20708214,0.13398,0.3732128,0
655958.472,1381186.529,9.4334841,4.2426405,3080.565674,27.85416949,0.0987417,0.3957114,0
657482.9139,1377553.34,7.0782189,3.1622777,3371.429443,26.94488295,0.2825349,0.4536794,0
654661.063,1386069.799,5.1006775,7.6157732,826.0863647,29.00222251,0.2670208,0.3225217,0
656533.5389,1381321.092,5.6857133,4.2426405,3535.080322,28.49979906,0.1136828,0.3545518,0
655369.9966,1384182.474,6.3788605,4.2426405,2156.148682,27.99869883,0.1712002,0.3864975,0
656394.3692,1382143.607,9.0706491,3.1622777,3662.484375,29.71590296,0.0922352,0.2770238,0
656320.6717,1381636.022,12.4780064,8,3685.70166,28.61055113,0.1313318,0.3474912,0
654720.9915,1383434.232,5.8484244,7.2111025,2224.305664,28.20627231,0.1120187,0.3732645,0
658711.8776,1376769.645,14.4960785,3.1622777,4184.292481,26.83754427,0.2710744,0.4605224,0
653730.8684,1385983.691,9.4334841,,584.1312866,29.33872887,0.3467074,0.3010691,0
657869.6018,1379557.784,6.1854739,10.2956305,3650.820557,29.03310371,0.1016279,0.320553,0
658392.2001,1378129.918,7.9418292,4,4112.321777,28.3722511,0.1513859,0.3626831,0
657316.2988,1379838.681,6.7192988,7.6157732,3336.458496,28.03305504,0.121033,0.3843073,0
657127.4261,1378050.116,7.7959266,8.6023254,2808.997315,26.08643382,0.1572645,0.5084065,0
655936.1571,1385747.201,5.6330328,5.0990195,619.5647583,28.49971311,0.3716503,0.3545573,0
656538.8662,1377700.421,5.9796066,3.1622777,2359.232422,27.21811766,0.2865019,0.4362604,0
655554.0906,1385191.746,12.5208979,4.2426405,1239.129517,29.01356925,0.1600426,0.3217984,0
656144.7049,1377207.264,8.2821913,3.1622777,2308.98169,27.99763929,0.2937235,0.386565,0
654949.6077,1384323.339,5.8680348,7.0710678,2281.105469,28.92442786,0.2185829,0.3274812,0
658842.8725,1377846.184,6.2672887,9.4868326,4585.523438,26.53528081,0.0814685,0.479792,0
654126.2576,1385976.951,11.042922,8.944272,653.0786133,29.39341079,0.3328103,0.297583,0
658101.2079,1378482.457,15.0538845,8.944272,3796.853272,27.80452976,0.1586422,0.398876,0
657022.3748,1380238.968,5.2864594,6.3245554,3281.679443,27.94408588,0.1067947,0.3899791,0
655497.0734,1387372.392,11.7360687,12,935.0662842,30.94972742,0.2374168,0.1983661,0
655423.061,1383099.173,9.5775337,4,2835.44458,28.38869313,0.1256896,0.3616349,0
656373.8081,1381526.567,12.9299917,,3565.115479,28.29439727,0.106414,0.3676464,0
656785.0951,1376079.714,9.2154226,5.0990195,2770.777832,29.4196232,0.1828645,0.295912,0
658612.7334,1372363.823,9.4334841,,1986.261108,27.01973267,0.1694651,0.4489077,0
658067.7202,1378811.709,6.0911784,5.6568542,3808.070068,27.75437578,0.1127726,0.4020734,0
656561.3675,1375044.381,11.9984331,4.2426405,1709.270386,28.38735343,0.1930932,0.3617203,0
656499.5263,1380090.192,6.4377518,4,2716.367432,29.2148758,0.1819718,0.3089648,0
655842.5769,1383052.611,12.65236,4.472136,3121.825195,28.41014981,0.0897634,0.360267,0
656120.0331,1384996.048,7.8302574,4.472136,1204.217529,28.35743424,0.0795871,0.3636277,0
656849.189,1376751.331,10.1266308,4.472136,3038.746094,27.96887053,0.3026059,0.3883991,0
657415.4123,1378650.976,11.5129251,,3070.164307,25.55290851,0.2193444,0.5424193,0
657434.5957,1374326.506,5.0211453,8.2462111,1377.670898,29.51778511,0.133925,0.289654,0
655646.1498,1385207.378,4.9788666,8.6023254,1140.552734,28.99595776,0.1983627,0.3229211,0
657245.7371,1378886.276,11.6307087,5.0990195,2935.223389,26.32836978,0.1459288,0.4929828,0
655499.6996,1385409.553,5.3677187,10.7703295,1140.552734,28.96374519,0.1501161,0.3249747,0
653256.2326,1384048.348,5.3677187,6.3245554,1652.17273,28.51414171,0.0946073,0.3536374,0
655829.4354,1382985.425,12.6915808,3.1622777,3097.823975,28.25811757,0.1063216,0.3699592,0
657167.6075,1374191.402,5.9796066,7.0710678,1177.354248,29.59461632,0.1277747,0.284756,0
653927.5752,1383353.16,5.5315623,5.8309517,1460.328247,28.41196681,0.0876409,0.3601512,0
654989.5992,1385372.406,6.7843256,4.2426405,1503.499878,28.81048861,0.1663758,0.334745,0
658041.1762,1378296.696,12.377923,4.2426405,3808.070068,28.30618801,0.2287462,0.3668947,0
652965.7929,1385365.701,6.0911784,7.2111025,876.1968994,28.80551511,0.1859222,0.335062,0
656051.2767,1383293.489,6.4377518,2,2789.953125,28.90088198,0.1072836,0.3289823,0
657777.7096,1374362.853,7.0074692,10,1652.17273,29.14259379,0.1275156,0.3135729,0
656415.0185,1383465.147,5.6330328,,2628.59082,28.30161258,0.1041169,0.3671864,0
654018.2361,1382767.655,6.7843256,1.4142135,1346.356079,27.32720696,0.1156746,0.4293058,0
654851.7838,1385526.143,12.377923,4.2426405,1445.651123,29.56060718,0.1974343,0.2869241,0
653600.4339,1383783.954,9.4334841,,1579.586426,28.52749995,0.0756257,0.3527858,0
657663.5879,1377896.494,12.7293205,4,3409.17041,26.44692766,0.3735736,0.4854246,0
656997.1151,1381191.437,7.130899,4,3717.388672,28.21801177,0.0715759,0.372516,0
655404.75,1381433.501,6.7316451,5.0990195,2692.712158,27.12551242,0.1194803,0.4421641,0
655049.3323,1385247.569,5.9796066,4.2426405,1579.586426,28.8566962,0.1768021,0.3317992,0
655903.431,1374532.377,5.4220357,11.0453606,1168.262573,27.91914189,0.1803464,0.3915693,0
654011.6703,1384137.569,6.3635421,10.7703295,2075.516357,28.32593702,0.0877244,0.3656357,0
658311.8671,1374338.299,5.9796066,3.1622777,1986.261108,29.21607714,0.2663856,0.3088883,0
654510.9224,1384073.655,6.9178567,7.0710678,2377.242188,28.27091183,0.1416504,0.3691436,0
656279.9644,1374905.159,13.1470556,,1489.248413,27.8705529,0.1235046,0.3946669,0
655916.6869,1380936.633,4.8283138,2,2835.44458,27.79178016,0.1214118,0.3996888,0
657729.3692,1375864.064,5.1006775,8.944272,2956.939209,28.35688373,0.2690594,0.3636628,0
656634.5395,1382544.949,5.3980312,5.6568542,3662.484375,28.46341168,0.0863526,0.3568715,0
656938.9066,1374510.303,7.130899,7.2111025,1346.356079,29.52694634,0.1111345,0.28907,0
657337.8461,1374697.117,5.1748877,8,1764.52124,29.4994521,0.1124486,0.2908228,0
656760.155,1381825.18,11.3793936,8,4060.132568,27.96416572,0.0823262,0.388699,0
655726.9481,1381371.775,8.8637667,4.2426405,3097.823975,27.43418175,0.1129007,0.4224861,0
656111.4113,1382575.068,9.4334841,3.1622777,3361.927979,28.2882955,0.1327609,0.3680354,0
657265.3395,1377727.72,9.3085136,3.1622777,3049.254883,26.43118728,0.2534041,0.4864281,0
656611.4439,1377735.64,8.6186638,,2495.409912,27.30524793,0.2143793,0.4307058,0
654996.1955,1384129.285,5.6330328,4.472136,2430.470459,27.62832211,0.2355924,0.4101094,0
656761.2485,1373772.5,16.1904163,2,602.1087646,29.80862149,0.0993976,0.2711129,0
655997.0436,1380644.065,11.042922,4,2692.712158,27.78540521,0.1430394,0.4000952,0
654780.715,1384579.802,6.2735,7.0710678,2224.305664,28.0548484,0.1239379,0.3829179,0
658947.2167,1373423.562,6.4377518,2,2354.708496,29.51963469,0.116984,0.2895361,0
656988.5853,1380710.379,11.8313789,5.0990195,3421.658447,29.11177896,0.1346865,0.3155374,0
658371.4318,1372862.698,6.6727538,2,1758.468018,28.72627975,0.1473633,0.3401134,0
655350.5134,1382098.57,5.6330328,5.6568542,2664.848877,28.40199753,0.1170056,0.3607867,0
656553.0451,1380805.928,6.7843256,3.1622777,3097.823975,27.58848009,0.1176642,0.4126494,0
658389.9593,1372888.474,5.6330328,5.0990195,1758.468018,28.97916847,0.2109209,0.3239914,0
655477.8727,1385950.984,9.4334841,2,851.510376,28.39731958,0.1395349,0.361085,0
656735.9776,1381137.562,5.1552773,5.0990195,3615.602783,28.56742448,0.0778052,0.3502406,0
656636.0948,1380335.61,6.4377518,3.1622777,2920.656494,29.03057246,0.127437,0.3207144,0
653501.8631,1386076.859,6.0384979,12.083046,526.5288086,29.707794,0.2538474,0.2775407,0
655964.8713,1383323.56,7.5531726,10.7703295,2808.997315,28.81707284,0.1029412,0.3343252,0
656464.1235,1374507.651,11.2252436,,1177.354248,29.19341684,0.1010679,0.3103329,0
656120.1638,1384047.756,12.1415339,2,2065.216065,27.28132337,0.3163339,0.432231,0
655961.125,1382310.456,13.8279333,4,3216.039307,29.3306717,0.077998,0.3015827,0
658089.7693,1377261.52,6.1500697,10,4017.893311,28.29890178,0.0778387,0.3673592,0
657541.3081,1374945.144,11.3793936,6.3245554,1959.23584,29.2067348,0.1267933,0.3094839,0
657454.9934,1377943.993,5.9796066,4.472136,3265.393066,26.55074475,0.1362171,0.4788062,0
653180.8446,1383897.62,9.7876558,4,1460.328247,27.55208797,0.0741646,0.4149694,0
655236.7479,1381571.482,6.7843256,1.4142135,2587.708252,27.06730703,0.1328692,0.4458748,0
655098.4358,1385475.354,11.6307087,2,1503.499878,29.15651958,0.2012167,0.3126851,0
657366.0295,1377361.975,7.4774728,1.4142135,3281.679443,27.01373158,0.4180602,0.4492902,0
655614.3748,1383639.07,10.5320959,2.8284271,2587.708252,28.40029946,0.0759358,0.360895,0
656281.1202,1374318.11,5.1006775,7.6157732,923.5926514,29.28246869,0.1037796,0.3046557,0
657249.8638,1380103.609,6.7843256,1.4142135,3333.260986,26.19418487,0.0861099,0.5015373,0
655847.8096,1380743.573,7.130899,4,2716.367432,27.68614365,0.1116259,0.4064232,0
653881.1428,1384729.212,11.5129251,4.2426405,1847.185303,27.99907583,0.2233766,0.3864734,0
656549.1265,1382039.328,14.567811,8,3822.044678,28.71473476,0.1282292,0.3408494,0
654571.7837,1383884.454,9.2754431,4.472136,2395.116211,28.05551908,0.1007729,0.3828751,0
656219.2748,1377047.063,4.9398856,11.4017544,2395.116211,26.56971834,0.4425027,0.4775966,0
655989.0169,1382893.394,10.5320959,5.6568542,3242.454834,27.73359473,0.1203367,0.4033982,0
656184.1523,1375089.232,17.684103,,1632.696533,27.23179893,0.1295181,0.4353882,0
655995.2239,1374221.438,7.7124743,10,744.6242065,28.69642575,0.1347449,0.3420166,0
656233.399,1384780.317,11.9984331,1.4142135,1322.383423,28.51329709,0.1027505,0.3536913,0
656275.6257,1383623.421,8.8800993,8,2486.849365,28.82390379,0.1755456,0.3338898,0
658650.0096,1377356.717,6.7843256,4.472136,4534.078125,27.89713861,0.2860682,0.3929721,0
657260.5204,1379325.469,5.7446046,4,3010.543701,26.72117802,0.1420848,0.4679409,0
657035.7509,1381409.658,7.5789428,4.472136,4028.494629,28.60557401,0.0859398,0.3478085,0
653889.83,1382777.234,5.6330328,4.472136,1204.217529,27.65434441,0.0710417,0.4084505,0
655889.9554,1382957.31,11.7695665,1.4142135,3242.454834,27.95187096,0.1104186,0.3894828,0
655676.8178,1386721.618,5.8680348,7.0710678,584.1312866,29.10027013,0.1454452,0.3162711,0
658653.1013,1377049.481,11.9984331,5.6568542,4441.415039,25.6109216,0.1308562,0.5387209,0
657770.3192,1377051.193,11.6307087,3.1622777,3796.853272,28.4239536,0.1557814,0.359387,0
656431.7066,1377031.152,10.1266308,8.485281,2632.644043,26.56730302,0.2754717,0.4777506,0
655968.933,1385573.71,4.6971316,6,730.1641235,30.0320875,0.1046074,0.2568667,0
658484.8506,1373738.973,7.5789428,7.6157732,1986.261108,29.68421816,0.0905342,0.2790438,0
655787.5677,1383463.836,9.4334841,7.0710678,2692.712158,29.42159223,0.1212815,0.2957864,0
655453.0362,1381508.978,7.690515,7.0710678,2835.44458,26.90152793,0.1794652,0.4564434,0
656396.0906,1380015.021,5.9796066,3.1622777,2512.443604,28.12809216,0.0918276,0.3782485,0
657850.1723,1379137.512,5.1006775,12.6491108,3553.131836,27.24350207,0.109658,0.4346421,0
653249.78,1384954.203,5.6857133,4.2426405,1204.217529,28.36140886,0.2395667,0.3633743,0
656605.9736,1377073.824,11.2252436,,2755.341797,25.77427789,0.501331,0.5283068,0
656146.959,1381367.274,6.7843256,7.0710678,3361.927979,27.53362724,0.1675711,0.4161463,0
654446.3255,1386227.699,4.9925661,8.485281,619.5647583,29.46086742,0.2751336,0.2932826,0
655452.9192,1381646.468,10.8197784,,2869.0896,26.96433498,0.1819449,0.4524393,0
656079.8034,1382355.518,7.7651548,5.8309517,3361.927979,29.43324828,0.1020055,0.2950434,0
653436.3963,1384500.217,5.3902788,5.0990195,1503.499878,28.25659628,0.1346772,0.3700562,0
658003.425,1374398.682,5.0211453,5.6568542,1858.694336,29.04355909,0.1453568,0.3198865,0
656819.0105,1377343.03,12.1415339,7.0710678,2743.70752,26.42202165,0.2606564,0.4870124,0
657993.6257,1373775.07,7.4774728,3.1622777,1438.25647,29.5157504,0.120608,0.2897837,0
658738.8698,1377462.937,5.3391395,6,4498.664063,26.39186158,0.1652073,0.4889352,0
657472.9533,1374282.59,9.2103405,9.0553856,1460.328247,29.62492193,0.1164441,0.282824,0
656694.3569,1376389.463,13.8402033,,2953.331055,28.92251546,0.1007166,0.3276032,0
655634.2153,1382439.697,12.7293205,4,2920.656494,28.40473874,0.0932241,0.360612,0
656354.086,1377598.892,10.5320959,5.8309517,2224.305664,27.01303946,0.3192746,0.4493344,0
655455.4814,1383123.694,11.5129251,3.1622777,2835.44458,28.18390407,0.1394447,0.3746904,0
654040.6998,1385659.342,5.3677187,7.0710678,888.282959,29.31088324,0.1524158,0.3028443,0
656344.5376,1382545.591,12.0725412,4,3650.820557,28.30254007,0.0806475,0.3671272,0
656998.7781,1377187.188,8.8637667,,2938.85376,26.28810133,0.4843293,0.49555,0
655824.7991,1382592.142,6.1197577,8.2462111,3070.164307,28.52886269,0.069946,0.352699,0
658784.2168,1377253.152,5.4229474,16.5529461,4638.697754,27.20181088,0.2764105,0.4373,0
655836.9962,1386347.328,6.7843256,4,461.7963257,29.3115023,0.2957794,0.3028048,0
657061.6674,1373954.445,9.0869102,11.4017544,979.6179199,29.81335401,0.109782,0.2708112,0
653765.1177,1384868.918,11.5129251,,1665.030273,28.22572461,0.1017798,0.3720243,0
653513.0078,1384347.437,5.6857133,4.2426405,1703.020752,28.56637397,0.208712,0.3503076,0
654277.2037,1386068.379,10.5320959,8.6023254,619.5647583,29.2769073,0.2949064,0.3050103,0
658113.6423,1378643.674,8.3775015,8.6023254,3799.660645,27.90983841,0.2516396,0.3921624,0
656735.9901,1380659.514,6.4377518,4,3216.039307,27.59601039,0.1323414,0.4121693,0
656456.6073,1379897.589,7.5789428,4,2554.531006,27.15717865,0.181294,0.4401453,0
657388.5089,1378367.965,12.2060728,3.1622777,3070.164307,25.23702571,0.235919,0.5625573,0
655215.4935,1385385.502,5.6720138,7.0710678,1377.670898,29.1092034,0.1530978,0.3157016,0
657357.5405,1376961.066,5.1552773,4,3461.932861,28.06993828,0.2462178,0.3819559,0
654999.695,1386429.787,9.4334841,,1063.13501,29.4003578,0.203125,0.2971402,0
657057.2152,1376958.479,6.1992898,7.6157732,3206.077393,26.67421186,0.1655987,0.470935,0
646107.0656,1387772.948,12.5245266,4,3740.265137,29.13640271,0.1194259,0.3139676,0
645331.0284,1391413.442,5.6330328,4.472136,6731.780273,29.31756173,0.1059041,0.3024185,0
644154.9154,1389872.992,6.7316451,4.472136,5119.486816,29.01521589,0.1050935,0.3216934,0
642327.2747,1389561.639,5.3677187,7.6157732,4895.912109,29.11668639,0.1339455,0.3152245,0
641776.6753,1389645.302,11.9183903,4.472136,5234.823242,28.51443102,0.1340047,0.353619,0
646677.6735,1391669.501,9.0027008,9.0553856,6362.071777,30.71770436,0.162952,0.2131578,0
646252.2187,1390242.097,5.6330328,3.1622777,5687.786133,30.13988065,0.1345382,0.2499948,0
640343.5836,1387347.572,9.4334841,4,3932.053955,27.07383164,0.1440928,0.4454588,0
647764.2238,1391172.047,6.0608659,8.6023254,5185.70752,28.92752681,0.1007849,0.3272837,0
642530.9914,1388899.561,5.6330328,7.2111025,4294.954102,29.12883517,0.1452836,0.31445,0
645634.2558,1389178.85,5.7446046,4,4774.625488,31.44628722,-0.0158103,0.1667099,0
639018.9689,1385545.295,11.6307087,4.472136,3565.115479,28.92363227,0.0865864,0.327532,0
646372.4961,1388199.379,5.7446046,5.0990195,4257.551758,28.56029191,0.2183148,0.3506953,0
640725.1742,1388874.354,6.7316451,3.1622777,4275.046875,28.805837,0.1023069,0.3350415,0
646016.5931,1387679.581,11.6307087,2.8284271,3650.820557,28.12477624,0.1507341,0.3784599,0
645992.0029,1389876.754,6.4869719,5.8309517,5560.76416,30.23744711,0.0996329,0.2437748,0
645647.7293,1386991.842,5.6857133,4.2426405,2898.668701,31.04289058,0.0945583,0.1924269,0
646277.0651,1390955.538,6.0911784,4.2426405,6250.477539,29.21197539,0.1095643,0.3091497,0
641641.1781,1390250.427,11.2252436,1.4142135,5452.32666,28.30475185,0.0832353,0.3669863,0
643331.3508,1389610.558,5.7446046,4,4838.955566,30.68784283,0.0575448,0.2150616,0
640445.7874,1385728.964,8.8637667,1.4142135,2938.85376,27.98461573,0.1354271,0.3873953,0
646674.8768,1390912.944,5.1552773,7.2111025,5994.464844,29.00730417,0.0943314,0.3221978,0
642404.5686,1389374.907,6.0911784,5.0990195,4756.726074,29.42175441,0.1594203,0.2957761,0
640662.8017,1389212.375,11.3793936,3.1622777,4324.643066,28.86759518,0.1236771,0.3311044,0
641971.3796,1389926.784,5.3677187,7.2111025,5452.32666,28.71584438,0.0445714,0.3407787,0
640771.8858,1386793.361,7.4493527,15.2970581,3606.744629,29.26328926,0.1617384,0.3058784,0
640395.1146,1389781.146,11.8313789,1.4142135,4204.629395,23.32552245,0.1587737,0.6844177,0
644097.8932,1387801.008,7.0720077,5.6568542,2935.223389,28.12948557,0.036172,0.3781597,0
642454.5597,1390725.236,5.9796066,7.2111025,5987.345703,29.02291951,0.070989,0.3212023,0
639636.9145,1385760.531,11.5129251,3.1622777,3396.636719,30.23328146,0.1210596,0.2440404,0
646369.9403,1388533.995,5.6330328,4.472136,4414.927246,30.93647234,0.145446,0.1992111,0
645537.6563,1387085.78,15.6968822,3.1622777,2805.198975,30.7795898,0.1421835,0.2092126,0
644373.7177,1389013.96,5.7446046,4,4275.046875,29.30337766,0.1215156,0.3033228,0
643363.2112,1389669.706,7.130899,4,4838.955566,30.59099214,-0.0045366,0.2212359,0
640029.1314,1386271.86,9.4923754,1.4142135,3659.572022,30.73170107,0.0986708,0.2122655,0
641731.9623,1387922.092,13.3046846,5.0990195,3685.70166,28.91796766,0.107078,0.3278931,0
640850.0442,1387638.307,6.4377518,8,4028.494629,30.42814836,0.0856347,0.2316174,0
643165.9785,1390928.171,11.8313789,1.4142135,6161.131348,29.21706134,0.0777385,0.3088255,0
645601.3338,1391368.174,6.1403985,10.7703295,6801.117188,29.72550586,0.0969576,0.2764116,0
639512.5788,1385361.14,5.6330328,4,3135.45752,27.70877026,0.0937935,0.4049807,0
640458.0611,1386161.101,10.8197784,2,3336.458496,30.28864459,0.0715753,0.2405109,0
644987.4408,1387174.052,5.8275008,12.1655254,2612.314453,31.9428854,0.1401981,0.1350512,0
640933.4768,1388081.707,9.4334841,,4341.867676,30.82696559,0.106845,0.2061923,0
641151.8574,1388615.092,11.5129251,,4617.963379,29.31097056,0.1020072,0.3028387,0
644534.3472,1387888.313,12.5689783,,3152.415283,29.44762786,0.0493218,0.2941266,0
646525.4588,1390289.965,13.3847275,4.2426405,5497.12207,32.99802757,0.3140289,0.0677847,0
640698.3153,1388447.793,6.0911784,7.2111025,4237.46875,28.91727124,0.1310012,0.3279375,0
642071.9915,1389541.895,11.6307087,4.472136,4990.819824,29.22198396,0.1172414,0.3085117,0
643290.6026,1389482.885,6.7843256,,4693.541016,30.99419901,0.0548197,0.195531,0
639406.3293,1385394.669,12.5290623,4,3206.077393,27.1955371,0.1220946,0.4376999,0
646270.6472,1388664.508,8.869978,3.1622777,4536.429199,30.73110444,0.1778388,0.2123036,0
642379.4794,1390817.208,6.4377518,7.0710678,6162.861816,28.70053327,0.1353361,0.3417548,0
645383.6661,1389463.274,9.3492746,1.4142135,4941.436523,31.95320279,0.0860996,0.1343935,0
640254.7828,1385691.569,11.7360687,5.8309517,3006.999756,28.38473015,0.1166579,0.3618875,0
638734.2052,1384770.099,7.9326682,7.2111025,3202.749756,30.2245104,0.0974332,0.2445995,0
642915.7324,1390931.285,7.8526254,8,6195.647949,29.18575934,0.0927602,0.3108211,0
645786.6779,1390077.306,12.2060728,11.3137083,5640.724609,30.5297647,0.1055969,0.2251392,0
641205.977,1390741.485,12.8199339,14.422205,5291.549316,24.39981062,0.1134163,0.6159306,0
646032.6819,1391458.462,11.7360687,3.1622777,6775.98584,29.94229907,0.0664076,0.2625908,0
641555.2604,1390271.501,9.4334841,,5452.32666,28.01516516,0.099491,0.3854477,0
646002.4367,1386845.386,10.1266308,5.6568542,2935.223389,26.87660915,0.1547146,0.458032,0
644245.8647,1389515.885,8.7302361,8.944272,4693.541016,30.51415154,0.1528208,0.2261346,0
640654.423,1388398.708,6.6004629,3.1622777,4088.918945,30.43000387,0.0904523,0.2314991,0
642339.6928,1390457.218,12.2060728,4,5879.521484,29.02260714,0.1211985,0.3212222,0
645251.0552,1387720.421,12.5689783,3.1622777,3265.393066,29.45649771,0.1390729,0.2935612,0
645107.9027,1391461.269,6.7843256,3.1622777,6701.617676,29.21782094,0.0829023,0.3087771,0
640950.7606,1389450.774,8.17062,8.6023254,4534.078125,28.797081,0.0845547,0.3355997,0
643788.2695,1389721.103,5.4220357,12.1655254,4965.115723,29.11298359,0.1176293,0.3154606,0
641550.4944,1388652.277,12.9277954,8.485281,4383.417969,30.68120816,0.1640275,0.2154845,0
645502.9709,1389111.667,6.7843256,7.2111025,4583.197754,31.93834798,0.1533659,0.1353405,0
646626.7086,1388683.26,8.0471897,7.0710678,4380.984375,31.18232735,0.1605764,0.1835376,0
643703.3119,1389841.777,11.6307087,4,4967.263184,31.28529977,0.1406385,0.176973,0
639255.1247,1385640.737,9.6027241,8.6023254,3532.062744,28.28562491,0.0951374,0.3682056,0
640282.019,1390597.358,8.7302361,11.4017544,4458.188477,23.27183306,0.1111638,0.6878405,0
645567.5134,1388632.682,5.9796066,8.6023254,4181.743652,28.68901893,0.1966988,0.3424888,0
641149.9691,1388803.806,9.2709656,2,4693.541016,29.42796312,0.0957993,0.2953803,0
640629.6201,1387999.074,7.4774728,1.4142135,4099.336426,29.82318828,0.1029259,0.2701842,0
645197.7203,1387377.027,5.9796066,3.1622777,2880.217529,31.43000416,0.1576826,0.1677479,0
644806.928,1389148.587,5.7446046,5.8309517,4498.664063,31.81565724,0.1478588,0.1431621,0
641599.261,1388391.876,6.4377518,8,4133.012695,30.62064797,0.0948069,0.2193453,0
641850.419,1388222.205,5.3677187,,3858.141846,30.39832335,0.1312174,0.2335187,0
644109.715,1388333.272,10.5320959,1.4142135,3516.936035,31.04201947,0.1088341,0.1924824,0
643955.7584,1388511.108,15.9716234,4.472136,3653.73999,30.21492215,0.1292414,0.2452108,0
643980.9797,1389421.303,7.4774728,5.6568542,4529.37207,29.19822802,0.0965347,0.3100262,0
648047.9188,1391252.37,11.6307087,4.472136,5024.887207,28.68093459,0.1446846,0.3430042,0
643366.221,1388331.057,11.0794725,5.6568542,3532.062744,30.50829759,0.1787324,0.2265078,0
646343.7887,1391185.051,13.976779,6.3245554,6484.909668,29.12102269,0.0884495,0.3149481,0
641889.8638,1388772.515,6.7843256,4.2426405,4376.114258,30.57982398,0.1513513,0.2219479,0
645798.4247,1390702.181,11.042922,3.1622777,6188.759766,29.22489238,0.0938538,0.3083263,0
643644.8469,1388181.124,6.4377518,4,3361.927979,29.21732183,0.0895141,0.3088089,0
641995.4922,1388031.888,13.2401466,4.472136,3659.572022,30.26082896,0.1188,0.2422842,0
639161.7249,1386811.999,5.6330328,7.6157732,3006.999756,29.51919584,0.0939579,0.2895641,0
644252.3224,1387841.972,6.32618,4.472136,3097.823975,29.13466818,0.0504282,0.3140782,0
644183.3884,1391099.902,6.0322866,4.2426405,6294.675293,28.92818242,0.0468365,0.3272419,0
643944.7483,1389092.05,6.7843256,4.2426405,4237.46875,30.94426722,0.0868286,0.1987142,0
640037.5323,1386974.279,5.0211453,8.944272,3743.11499,28.42858613,0.0845676,0.3590917,0
642993.4951,1390806.061,11.9984331,4,6051.118164,28.98825889,0.1360884,0.3234119,0
645769.2446,1388542.422,11.042922,1.4142135,4114.913574,29.65529209,0.3356784,0.2808878,0
641155.1749,1387713.707,4.7541041,10.7703295,3929.341309,30.53330746,0.1290509,0.2249134,0
645204.007,1387873.577,12.2666969,4,3396.636719,27.32363187,0.104609,0.4295338,0
644974.7375,1390759.351,10.5320959,5.0990195,6100.257813,30.83651956,0.0855905,0.2055833,0
645769.5501,1390277.52,6.7843256,4.2426405,5727.019043,29.37087645,0.1357417,0.2990196,0
645174.5516,1391019.41,12.1415339,2,6272.615234,30.99241037,0.0696279,0.195645,0
642893.4555,1389786.745,7.0782189,1.4142135,5041.834473,29.02626053,0.0578556,0.3209893,0
639326.973,1385317.185,11.8313789,8.944272,3159.172852,25.60522292,0.1099639,0.5390843,0
647321.9926,1387082.225,5.1748877,7.0710678,2956.939209,28.42558025,0.2408812,0.3592833,0
644984.9342,1389284.941,6.8432169,4,4675.331543,31.13408079,0.1025567,0.1866134,0
643943.4267,1388593.471,11.8313789,8,3799.660645,30.81508295,0.0880522,0.2069498,0
645912.3741,1388434.779,11.042922,4,4184.292481,29.49144617,0.1299529,0.2913332,0
644628.2436,1388590.288,11.3793936,8,3896.641602,29.22694325,0.1258312,0.3081956,0
639532.5726,1385953.234,9.4334841,,3650.820557,28.4166857,0.0993049,0.3598504,0
645694.1224,1388167.797,8.5234051,7.6157732,3858.141846,30.74126618,0.0891895,0.2116558,0
645230.7682,1389475.669,11.5129251,4.472136,4895.912109,32.44560689,0.0818713,0.1030021,0
639018.0365,1384965.82,5.9796066,3.1622777,3104.70044,30.16558202,0.1652511,0.2483563,0
640823.7038,1389111.029,12.2060728,3.1622777,4441.415039,29.09613881,0.0888889,0.3165345,0
644383.9141,1389095.377,6.0384979,8.944272,4275.046875,29.71940184,0.0835894,0.2768008,0
639890.1046,1385715.357,9.4334841,1.4142135,3242.454834,30.18487394,0.0919701,0.2471264,0
