POINT_X,POINT_Y,TWI,Slope,Distance,LST,NDVI,SMI,Classes
624813.792,1391367.556,14.4904881,4.472136,744.6242065,27.50693314,0.287029,0.4178481,0
619613.5084,1390348.156,14.2333546,5.0990195,2869.0896,27.92163956,0.2749616,0.3914101,0
620278.5873,1390010.656,5.9796066,1.4142135,2482.557861,24.20700833,0.2301601,0.628222,0
621576.632,1391793.679,6.4377518,16,2996.343018,26.9631396,0.1323192,0.4525155,0
620578.4067,1391617.714,6.3788605,8.6023254,3685.70166,28.83286235,0.1896168,0.3333186,0
621703.9008,1391836.946,4.9788666,7.2111025,2898.668701,27.54649342,0.2548591,0.4153261,0
624327.1452,1392012.786,6.7843256,,1247.704956,30.14645642,0.1863848,0.2495755,0
624652.5934,1391568.234,5.1552773,5.8309517,876.1968994,28.98323589,0.2254089,0.3237322,0
623738.9945,1391029.957,8.0471897,4,1204.217529,28.98731591,0.1574033,0.323472,0
624628.8242,1391238.997,5.6330328,4.472136,653.0786133,28.83331579,0.2289628,0.3332897,0
623300.6998,1390199.051,6.4966435,5.6568542,653.0786133,28.48060349,0.2303909,0.3557755,0
623230.4898,1390996.958,8.8911295,5.6568542,1385.388916,29.9448675,0.2148704,0.2624271,0
618390.5365,1389221.748,7.2840862,9.8994951,2190.492188,22.98661246,0.1916494,0.7060236,0
620562.1611,1389656.738,9.9637661,5.8309517,2065.216065,23.79909108,0.1580606,0.6542271,0
619927.7854,1388994.029,8.3836622,4,1489.248413,23.63667798,0.1465597,0.6645812,0
618330.1039,1388321.923,7.5890446,4.2426405,1552.35022,23.59498401,0.2287328,0.6672392,0
619303.3585,1391406.39,5.3677187,7.0710678,3932.053955,25.08741164,0.4174908,0.5720953,0
619994.0019,1390735.214,5.9796066,4,3080.565674,27.9208799,0.2464229,0.3914585,0
621896.6062,1392546.857,5.8680348,7.6157732,3406.041504,27.52079907,0.1228432,0.4169641,0
624097.2363,1392428.735,6.1949978,5.0990195,1703.020752,27.01520539,0.1891724,0.4491963,0
619609.0716,1391820.264,9.6431684,3.1622777,4297.436035,25.5176945,0.2128047,0.5446643,0
620952.9114,1389717.662,14.9570541,4,2308.98169,24.04788713,0.1675767,0.6383662,0
623001.593,1392432.984,5.6330328,4.472136,2583.584229,30.45115196,0.2095223,0.2301509,0
623957.7256,1390497.293,6.32618,4.472136,826.0863647,28.62763086,0.3776929,0.3464024,0
620864.4712,1389472.197,9.2692318,,1986.261108,24.30533122,0.1818993,0.6219538,0
619021.0284,1390823.208,5.8484244,8.6023254,3437.204346,25.75591326,0.1909643,0.5294775,0
619533.3885,1388968.414,8.0590477,3.1622777,1467.611694,23.90514441,0.1592879,0.6474661,0
621383.905,1390709.838,12.3447733,2,2417.273193,27.62318355,0.1617373,0.410437,0
621348.9763,1391031.039,6.3788605,4.2426405,2680.806152,28.53450883,0.2063724,0.352339,0
622741.2306,1391233.149,8.17062,1.4142135,1829.786011,29.33549198,0.1581313,0.3012754,0
620545.1073,1389528.139,6.4377518,4,1920.761841,24.00250681,0.1467391,0.6412592,0
621531.3755,1391803.372,5.184989,14,2996.343018,28.02919837,0.1824417,0.3845531,0
621478.5781,1390708.739,5.7446046,4,2417.273193,27.31924428,0.2629047,0.4298135,0
618988.4866,1390894.99,10.6344728,1.4142135,3580.038574,25.8967985,0.2959194,0.520496,0
624802.3829,1392276.916,5.1748877,5.8309517,1032.608032,30.23693125,0.4124185,0.2438077,0
622603.159,1392021.036,5.9796066,3.1622777,2550.353516,28.58249339,0.2062649,0.3492799,0
620755.79,1389080.985,8.0471897,2,1524.627441,24.14921079,0.3256705,0.6319066,0
620025.7248,1388445.407,9.1611204,7.6157732,923.5926514,24.60054099,0.0856265,0.6031339,0
622332.7696,1390804.13,5.9796066,3.1622777,1758.468018,28.23479788,0.1007636,0.3714459,0
618788.2684,1388527.464,8.0471897,4,1346.356079,23.59284002,0.1340106,0.6673759,0
622841.2051,1390100.993,17.1552753,,979.6179199,27.97796623,0.1464591,0.3878192,0
624231.6094,1392522.31,5.6857133,1.4142135,1665.030273,27.21200321,0.2708093,0.4366502,0
620984.4991,1392320.9,5.1552773,7.2111025,3717.388672,26.11280221,0.1765622,0.5067255,0
623248.7529,1390463.873,9.4334841,3.1622777,979.6179199,28.01259788,0.1876065,0.3856114,0
619441.1477,1390992.609,7.2424707,4.2426405,3471.1604,27.11669711,0.2451213,0.4427261,0
622088.0504,1391267.104,5.9796066,3.1622777,2271.737549,27.51908492,0.3533603,0.4170734,0
619455.1397,1388898.602,11.4144859,1.4142135,1489.248413,23.09196022,0.2116218,0.6993076,0
620416.0607,1392274.989,6.3547592,8.6023254,4151.032715,26.58951231,0.3446904,0.4763347,0
625312.7154,1392235.396,7.5363641,4.2426405,786.4108276,28.96596775,0.2827536,0.324833,0
623122.9073,1392120.2,7.365901,3.1622777,2395.116211,29.18664607,0.2350017,0.3107645,0
623101.4446,1391891.407,7.4477611,5.0990195,2229.094238,27.82028356,0.2146996,0.3978717,0
622466.4674,1391019.775,4.9398856,7.2111025,1758.468018,29.13107871,0.2952814,0.314307,0
618289.2457,1388990.086,5.3980312,5.6568542,2170.933838,24.00025916,0.1630898,0.6414025,0
620483.0738,1389134.094,5.9796066,3.1622777,1612.98523,24.34181397,0.2451089,0.619628,0
619996.7309,1390326.809,5.3980312,5.6568542,2789.953125,28.01795646,0.1961096,0.3852698,0
621570.1112,1391791.231,6.4377518,16,2996.343018,26.9631396,0.1323192,0.4525155,0
619751.8811,1390760.351,5.5018506,5.8309517,3265.393066,27.72443351,0.2895874,0.4039822,0
619435.462,1391624.11,6.1949978,,4181.743652,25.40331618,0.2638613,0.551956,0
621597.8424,1391419.105,10.5320959,,2692.712158,27.72108424,0.2162189,0.4041957,0
621085.3642,1389913.9,6.4377518,2,2447.956055,24.00862042,0.1629579,0.6408694,0
622394.9517,1390520.389,6.7843256,4.2426405,1579.586426,27.51635806,0.2594857,0.4172473,0
619862.3983,1388869.843,5.3677187,5.8309517,1385.388916,23.69177346,0.2596685,0.6610688,0
619526.9677,1390866.529,10.8037071,7.0710678,3294.650635,27.52468226,0.2549509,0.4167166,0
623254.1859,1391534.451,5.6330328,5.6568542,1948.320801,28.88270643,0.2048022,0.330141,0
621229.8552,1391735.522,5.6330328,3.1622777,3216.039307,28.22999764,0.1496063,0.3717519,0
618824.3647,1388757.743,11.5169411,3.1622777,1579.586426,22.39357963,0.2681667,0.7438301,0
620647.7506,1389085.983,13.5536518,,1489.248413,24.05071099,0.2293364,0.6381862,0
622630.0605,1391591.954,12.0725412,4.2426405,2156.148682,28.78153755,0.203256,0.3365906,0
623542.4693,1391284.567,7.130899,4,1572.821655,28.92983591,0.3029,0.3271365,0
619392.211,1390895.887,6.2735,5.6568542,3471.1604,27.42672141,0.1782273,0.4229617,0
621040.9017,1389270.197,7.0193272,3.1622777,1764.52124,23.70041439,0.1658443,0.6605179,0
619518.2705,1391354.477,5.1006775,7.6157732,3866.424072,25.20265147,0.1864115,0.5647486,0
621253.1202,1390032.476,6.7843256,5.6568542,2308.98169,23.58683762,0.2038801,0.6677586,0
622802.7414,1390813.988,7.4774728,,1460.328247,28.32714942,0.2189602,0.3655584,0
623305.3958,1391200.957,5.1748877,7.0710678,1632.696533,29.84457898,0.2101973,0.2688206,0
620161.9267,1391907.468,4.7991796,10.2956305,4212.230469,25.80800509,0.2439331,0.5261567,0
619796.3601,1391021.082,5.661612,13.0384045,3387.206055,27.92795469,0.1749169,0.3910075,0
618856.0074,1388508.712,5.1748877,7.0710678,1346.356079,23.06876449,0.1815681,0.7007863,0
621105.2273,1391582.443,5.9796066,3.1622777,3125.23877,27.82304047,0.1226643,0.3976959,0
622203.0847,1391907.193,6.888145,4.472136,2632.644043,27.8226616,0.3138092,0.3977201,0
624954.6062,1391425.568,7.8829379,4.2426405,602.1087646,28.22906665,0.2435745,0.3718113,0
622608.1936,1390739.822,7.3540425,4,1552.35022,28.18350249,0.1786601,0.374716,0
621336.9338,1390084.082,9.4334841,,2308.98169,23.30214951,0.1739283,0.6859077,0
619274.9253,1390668.943,11.2252436,1.4142135,3232.574219,27.6353,0.2593857,0.4096646,0
618898.3515,1388283.738,6.7843256,4.2426405,1239.129517,24.00168795,0.118075,0.6413114,0
618794.4773,1389210.812,9.3492746,4.2426405,1959.23584,23.54913962,0.1886631,0.6701618,0
622376.3576,1391925.297,6.4377518,4,2680.806152,28.06867596,0.3132398,0.3820364,0
619704.14,1390560.872,10.1266308,4,2978.496826,27.92077327,0.2453372,0.3914653,0
620274.3485,1390881.016,6.1500697,8,3212.721924,27.92925882,0.2263095,0.3909244,0
624168.8792,1392038.307,5.7446046,4,1385.388916,29.0303546,0.2829997,0.3207283,0
621179.9016,1389636.972,5.8680348,8,2224.305664,24.04886363,0.1300206,0.6383039,0
623571.0522,1392326.113,7.1112885,5.0990195,2170.933838,28.98490031,0.3892668,0.323626,0
620105.871,1390784.79,6.0322866,5.8309517,3216.039307,28.12748109,0.3024679,0.3782875,0
619619.7651,1389083.974,8.8800993,4,1612.98523,24.0982007,0.1709091,0.6351586,0
621363.0162,1392137.621,6.1949978,3.1622777,3409.17041,26.52239599,0.2124096,0.4806134,0
620647.1427,1389610.213,5.6857133,8.944272,2065.216065,23.904914,0.1781012,0.6474808,0
622344.6358,1392215.08,4.9788666,8.6023254,2938.85376,29.24712452,0.1062339,0.3069089,0
618272.4408,1389172.312,6.9666471,7.0710678,2281.105469,23.84832821,0.3139977,0.6510882,0
620207.6316,1390057.642,7.0720077,4.2426405,2486.849365,24.29653342,0.1643655,0.6225147,0
624500.1442,1390818.76,5.9796066,3.1622777,461.7963257,28.5861232,0.2020961,0.3490486,0
619283.0281,1391194.059,5.9796066,3.1622777,3791.232422,24.93349552,0.3680326,0.5819076,0
619125.6654,1388871.561,11.5129251,,1572.821655,28.73911312,0.1982127,0.3392952,0
619816.1518,1390191.782,6.7706261,8.6023254,2664.848877,28.01549137,0.175024,0.3854269,0
620382.5508,1392467.181,7.3525019,7.2111025,4245.011231,27.02785501,0.0923047,0.4483899,0
619708.3544,1389054.131,12.6115379,4,1572.821655,23.99867779,0.194341,0.6415033,0
619662.9224,1388999.449,7.9418292,1.4142135,1572.821655,23.79895126,0.1563813,0.6542361,0
624710.9386,1392090.715,9.3992853,4.2426405,1053.057617,30.34901911,0.3199101,0.236662,0
619722.0671,1389568.394,8.1409082,5.0990195,1986.261108,25.65663431,0.1704077,0.5358067,0
620262.9253,1391783.455,5.8680348,7.0710678,4009.924072,25.22441307,0.3421756,0.5633613,0
619835.8204,1391697.771,8.17062,4.2426405,4112.321777,25.09182179,0.356056,0.5718142,0
623784.9642,1392151.598,6.7843256,1.4142135,1847.185303,28.63238229,0.2175807,0.3460995,0
621524.0814,1392257.619,6.7843256,1.4142135,3421.658447,27.06816424,0.1319779,0.4458201,0
618253.5412,1389287.294,7.4774728,4.2426405,2395.116211,23.8468551,0.2546724,0.6511822,0
624420.482,1391383.865,11.3793936,4.2426405,935.0662842,28.9303553,0.2160474,0.3271034,0
619607.6932,1390862.277,6.7843256,6.3245554,3294.650635,27.73078899,0.1632564,0.403577,0
624644.3587,1392483.638,7.365901,3.1622777,1239.129517,26.89208172,0.3517394,0.4570456,0
622778.1237,1390322.962,5.7446046,3.1622777,1140.552734,27.86933724,0.3220244,0.3947445,0
620103.2048,1392159.712,6.8734493,8,4294.954102,25.66922551,0.0755337,0.535004,0
637892.4449,1386596.969,8.3836622,8,2281.105469,28.40755933,0.1472333,0.3604322,0
638291.7496,1386984.757,5.1006775,8.944272,2190.492188,28.21317712,0.134538,0.3728243,0
635573.0382,1382213.039,8.17062,1.4142135,1489.248413,29.98296779,0.1156341,0.2599981,0
638688.6185,1385949.392,5.2864594,4.2426405,3202.749756,29.22327723,0.1028504,0.3084293,0
637768.3725,1385158.195,12.0725412,5.6568542,3361.927979,28.32234291,0.0824347,0.3658648,0
637531.7617,1386397.057,11.7360687,4,2156.148682,28.30467204,0.1273384,0.3669913,0
637098.2188,1386687.245,11.6307087,4.472136,1652.17273,27.9976617,0.1591708,0.3865636,0
638567.1111,1385317.904,5.184989,13.3416643,3615.602783,28.6041024,0.0883392,0.3479023,0
637029.1377,1384032.137,12.8007793,9.4868326,2808.997315,30.69313999,0.1055422,0.2147239,0
636146.65,1384004.039,11.5129251,4.472136,2920.656494,29.83204652,0.1188096,0.2696195,0
637079.8076,1386255.305,7.8240461,4.472136,1986.261108,28.0094068,0.1398451,0.3858148,0
638542.4343,1386379.969,4.9398856,8.944272,2789.953125,28.70472755,0.14089,0.3414873,0
637004.2701,1384334.615,10.1266308,8,3125.23877,28.52509372,0.1344124,0.3529392,0
635757.6338,1383745.186,6.8432169,5.0990195,2808.997315,28.0037139,0.1500504,0.3861777,0
638596.2798,1386941.893,11.8313789,4,2512.443604,28.81018868,0.1019424,0.3347641,0
637068.9311,1386184.367,6.1949978,5.6568542,2106.115234,27.99454784,0.1305928,0.3867621,0
637516.5553,1385094.385,5.6330328,7.0710678,3206.077393,27.86116939,0.1319149,0.3952651,0
638100.1383,1384941.433,11.5129251,,3371.429443,28.70388548,0.1054376,0.3415411,0
637277.7791,1385726.041,10.5320959,5.8309517,2554.531006,28.31019996,0.1346978,0.366639,0
637521.2634,1384481.302,6.7843256,1.4142135,3049.254883,29.21949292,0.1242741,0.3086705,0
637974.9419,1386041.221,6.2027502,15.811388,2755.341797,26.95506069,0.1978074,0.4530306,0
638162.1993,1386149.115,14.8179789,1.4142135,2716.367432,28.16959178,0.1142265,0.3756029,0
637621.3561,1386383.884,10.8197784,4.2426405,2229.094238,28.41012742,0.1118991,0.3602684,0
637110.8218,1384456.41,14.4639215,6.3245554,3070.164307,29.43402308,0.114736,0.294994,0
637369.9187,1386592.154,6.7316451,4.472136,1959.23584,28.01677763,0.1106433,0.385345,0
638049.3349,1386369.97,12.4292164,3.1622777,2486.849365,28.10117068,0.0998166,0.3799648,0
636611.659,1384139.795,11.2252436,4,3038.746094,30.09154281,0.069326,0.2530763,0
638058.4636,1385018.706,7.4774728,1.4142135,3371.429443,28.69224575,0.1748809,0.3422831,0
638208.9503,1384500.186,10.4978971,,2924.304932,29.33223672,0.0802112,0.3014829,0
636827.2043,1384211.574,5.6857133,,3080.565674,29.90706399,0.1554971,0.2648371,0
636928.785,1383547.611,5.3980312,5.6568542,2395.116211,30.06580711,0.1195547,0.254717,0
637745.7776,1386581.102,11.0184317,4.472136,2190.492188,28.12181684,0.1232063,0.3786486,0
635445.63,1383229.552,5.3677187,5.8309517,2486.849365,28.42015447,0.1030611,0.3596292,0
635172.9888,1383428.866,6.466331,9.4868326,2632.644043,27.39815786,0.1182307,0.4247826,0
635622.9503,1382332.372,5.1748877,7.0710678,1632.696533,30.13151709,0.09319,0.2505279,0
635590.3732,1382252.153,8.9815502,4.472136,1489.248413,30.07239389,0.1164741,0.2542971,0
637191.9033,1386398.997,11.9183903,5.0990195,1964.670654,28.00673674,0.1640212,0.385985,0
635509.1426,1383570.71,10.2677622,4.472136,2778.463867,28.92658359,0.1128164,0.3273438,0
637646.6112,1384592.051,11.5129251,5.8309517,3010.543701,28.91529842,0.1121427,0.3280632,0
636445.4723,1383237.317,8.6349764,7.0710678,2486.849365,29.68062223,0.1072457,0.279273,0
637398.1189,1384374.131,10.5320959,5.8309517,2956.939209,29.21605004,0.082381,0.30889,0
636362.0419,1383690.88,11.7360687,5.8309517,2891.302246,29.43223483,0.1440153,0.295108,0
636068.4912,1382863.222,9.3492746,4.472136,2308.98169,30.08369993,0.107342,0.2535763,0
637988.3737,1386561.716,5.8680348,8,2281.105469,28.26786523,0.1488673,0.3693378,0
637698.0854,1386894.536,11.7360687,3.1622777,1870.132568,28.17373427,0.1328976,0.3753388,0
635722.785,1383924.144,8.1403074,2.8284271,2680.806152,28.30451327,0.1520624,0.3670015,0
638088.2985,1386915.629,7.2951512,9.8994951,2170.933838,28.22100961,0.1632573,0.3723249,0
638731.5502,1385522.01,11.9183903,4,3535.080322,28.91331591,0.1144333,0.3281896,0
636456.4679,1384370.968,5.6330328,4.472136,2789.953125,28.03321107,0.1540225,0.3842973,0
634498.4378,1382626.358,5.7446046,4,2090.871826,28.82381065,0.1398681,0.3338957,0
636857.7803,1383933.678,11.7360687,5.6568542,2835.44458,30.63865663,0.0929529,0.2181972,0
635705.0871,1383406.504,15.1472168,1.4142135,2664.848877,28.20608697,0.1142791,0.3732763,0
636792.065,1385001.69,5.3677187,6.3245554,2680.806152,28.51082953,0.2157761,0.3538486,0
638414.2971,1384961.73,5.3677187,4.472136,3358.754883,28.71795365,0.141438,0.3406442,0
638564.2196,1385618.777,6.9771566,10.7703295,3446.498291,28.39776879,0.1322279,0.3610563,0
635557.1844,1382929.72,8.8637667,5.8309517,2209.877686,29.18385134,0.0995016,0.3109427,0
634961.6692,1382932.948,14.3963289,4.2426405,2233.872559,28.86479052,0.1111637,0.3312832,0
638065.0147,1385846.118,7.4774728,5.6568542,2956.939209,28.30953552,0.1477575,0.3666813,0
636501.4279,1383690.351,8.8637667,1.4142135,2789.953125,30.08062581,0.120538,0.2537723,0
