NDVI,SMI,LST,Distance,TWI,Slope,Class
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,28.3196049,Yes
0.0528368,0.4041644,27.7215759,292.0656433,6.2871213,15.2315464,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0963103,0.4039714,27.72460291,292.0656433,3.730814,29.9666481,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0559541,0.4041644,27.7215759,292.0656433,6.1988821,28.3196049,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,22.6715679,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.941124,Yes
0.0353927,0.4041644,27.7215759,292.0656433,6.2871213,18.6010761,Yes
0.1007239,0.4041644,27.7215759,292.0656433,3.730814,22.8473186,Yes
0.0761239,0.4039714,27.72460291,292.0656433,4.6903405,22.8473186,Yes
0.1007239,0.4041644,27.7215759,292.0656433,3.730814,22.8473186,Yes
0.0302277,0.4233707,27.42030616,292.0656433,5.480927,22.6715679,Yes
0.0302277,0.4233707,27.42030616,292.0656433,5.480927,27.4590607,Yes
0.1395778,0.4041644,27.7215759,292.0656433,6.1988821,29.9666481,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.0353927,0.4041644,27.7215759,292.0656433,6.2871213,18.6010761,Yes
0.0528368,0.4041644,27.7215759,292.0656433,6.4090762,18.6010761,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,28.3196049,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0963103,0.4039714,27.72460291,292.0656433,3.730814,29.9666481,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.0730546,0.4041644,27.7215759,292.0656433,6.4090762,19.6977158,Yes
0.0353927,0.4041644,27.7215759,292.0656433,5.619225,18.6010761,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.0963103,0.4039714,27.72460291,292.0656433,4.2585969,29.9666481,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.0528368,0.4041644,27.7215759,292.0656433,6.4090762,18.6010761,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.0963103,0.4039714,27.72460291,292.0656433,6.1988821,29.9666481,Yes
0.0302277,0.4233707,27.42030616,292.0656433,5.480927,22.6715679,Yes
0.0839111,0.4039714,27.72460291,292.0656433,4.2585969,35.3553391,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0528368,0.4041644,27.7215759,292.0656433,6.4090762,15.2315464,Yes
0.1395778,0.4041644,27.7215759,292.0656433,6.1988821,29.9666481,Yes
0.1007239,0.4041644,27.7215759,292.0656433,3.730814,24.6981773,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,28.3196049,Yes
0.0353927,0.4041644,27.7215759,292.0656433,6.4090762,18.6010761,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0353927,0.4041644,27.7215759,292.0656433,5.9845691,18.6010761,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0839111,0.4039714,27.72460291,292.0656433,4.2585969,33.0151482,Yes
0.0854686,0.42378,27.41388629,292.0656433,6.2729897,33.941124,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.941124,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,22.6715679,Yes
0.0730546,0.4041644,27.7215759,292.0656433,6.4090762,19.6977158,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.1007239,0.4041644,27.7215759,292.0656433,3.730814,24.6981773,Yes
0.0353927,0.4041644,27.7215759,292.0656433,6.4090762,18.6010761,Yes
0.1395778,0.4041644,27.7215759,292.0656433,6.1988821,29.9666481,Yes
0.0730546,0.4041644,27.7215759,292.0656433,6.4090762,19.6977158,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,28.3196049,Yes
0.1211235,0.4041644,27.7215759,292.0656433,6.1988821,33.0151482,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0248139,0.4041644,27.7215759,292.0656433,5.619225,22.6715679,Yes
0.1211235,0.4041644,27.7215759,292.0656433,6.1988821,33.0151482,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.0151482,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.1395778,0.4041644,27.7215759,292.0656433,6.1988821,29.9666481,Yes
0.0730546,0.4041644,27.7215759,292.0656433,6.4090762,19.6977158,Yes
0.0353927,0.4041644,27.7215759,292.0656433,6.2871213,18.6010761,Yes
0.0248139,0.4041644,27.7215759,292.0656433,5.9845691,22.6715679,Yes
0.0963103,0.4039714,27.72460291,292.0656433,4.2585969,29.9666481,Yes
0.0353927,0.4041644,27.7215759,292.0656433,6.4090762,18.6010761,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0839111,0.4039714,27.72460291,292.0656433,6.1988821,29.9666481,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0353927,0.4041644,27.7215759,292.0656433,5.9845691,18.6010761,Yes
0.1211235,0.4041644,27.7215759,292.0656433,6.1988821,33.0151482,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.941124,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.1988821,24.6981773,Yes
0.0730546,0.4041644,27.7215759,292.0656433,6.4090762,19.6977158,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.0151482,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.1211235,0.4041644,27.7215759,292.0656433,6.1988821,33.0151482,Yes
0.0963103,0.4039714,27.72460291,292.0656433,4.6903405,29.9666481,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,22.6715679,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.0353927,0.4041644,27.7215759,292.0656433,6.2871213,18.6010761,Yes
0.0248139,0.4041644,27.7215759,292.0656433,5.619225,22.6715679,Yes
0.0839111,0.4039714,27.72460291,292.0656433,4.2585969,33.0151482,Yes
0.1007239,0.4041644,27.7215759,292.0656433,3.730814,22.8473186,Yes
0.0353927,0.4041644,27.7215759,292.0656433,5.619225,18.6010761,Yes
0.0839111,0.4039714,27.72460291,292.0656433,6.1988821,33.0151482,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0854686,0.42378,27.41388629,292.0656433,6.2729897,33.0151482,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.1211235,0.4041644,27.7215759,292.0656433,6.1988821,33.0151482,Yes
0.0854686,0.42378,27.41388629,292.0656433,6.2729897,33.0151482,Yes
0.0353927,0.4041644,27.7215759,292.0656433,5.9845691,18.6010761,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.941124,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0758436,0.4041644,27.7215759,292.0656433,3.730814,24.6981773,Yes
0.0839111,0.4039714,27.72460291,292.0656433,4.2585969,33.0151482,Yes
0.0758436,0.4041644,27.7215759,292.0656433,5.9845691,24.6981773,Yes
0.0730546,0.4041644,27.7215759,292.0656433,6.4090762,19.6977158,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.941124,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0761239,0.4039714,27.72460291,292.0656433,4.6903405,22.8473186,Yes
0.0963103,0.4039714,27.72460291,292.0656433,4.6903405,34.4383507,Yes
0.1007239,0.4041644,27.7215759,292.0656433,3.730814,22.8473186,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.941124,Yes
0.0248139,0.4041644,27.7215759,292.0656433,5.619225,22.6715679,Yes
0.0758436,0.4041644,27.7215759,292.0656433,5.9845691,24.6981773,Yes
0.0353927,0.4041644,27.7215759,292.0656433,6.2871213,18.6010761,Yes
0.0302277,0.4233707,27.42030616,292.0656433,5.480927,27.4590607,Yes
0.1211235,0.4041644,27.7215759,292.0656433,6.1988821,33.0151482,Yes
0.1007239,0.4041644,27.7215759,292.0656433,3.730814,22.8473186,Yes
0.0963103,0.4039714,27.72460291,292.0656433,4.2585969,29.9666481,Yes
0.1211235,0.4041644,27.7215759,292.0656433,6.1988821,33.0151482,Yes
0.0248139,0.4041644,27.7215759,292.0656433,5.619225,22.6715679,Yes
0.0248139,0.4041644,27.7215759,292.0656433,5.619225,22.6715679,Yes
0.0302277,0.4233707,27.42030616,292.0656433,4.9168153,27.4590607,Yes
0.0528368,0.4041644,27.7215759,292.0656433,6.4090762,18.6010761,Yes
0.0963103,0.4039714,27.72460291,292.0656433,3.730814,29.9666481,Yes
0.0730546,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.0854686,0.42378,27.41388629,292.0656433,6.2729897,33.0151482,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0528368,0.4041644,27.7215759,292.0656433,6.2871213,18.6010761,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.0854686,0.42378,27.41388629,292.0656433,5.9088569,33.0151482,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0302277,0.4233707,27.42030616,292.0656433,5.480927,27.4590607,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.1211235,0.4041644,27.7215759,292.0656433,5.9088569,33.0151482,Yes
0.0758436,0.4041644,27.7215759,292.0656433,5.9845691,24.6981773,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.941124,Yes
0.0248139,0.4041644,27.7215759,292.0656433,5.619225,22.6715679,Yes
0.0758436,0.4041644,27.7215759,292.0656433,6.4090762,24.6981773,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.0559541,0.4041644,27.7215759,292.0656433,5.9845691,28.3196049,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.941124,Yes
0.0761239,0.4039714,27.72460291,292.0656433,4.6903405,29.9666481,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,28.3196049,Yes
0.0758436,0.4041644,27.7215759,292.0656433,5.9845691,24.6981773,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,31.2409992,Yes
0.0758436,0.4041644,27.7215759,292.0656433,5.9845691,24.6981773,Yes
0.1395778,0.4041644,27.7215759,292.0656433,3.730814,29.9666481,Yes
0.0302277,0.4233707,27.42030616,292.0656433,5.480927,27.4590607,Yes
0.0745098,0.4233707,27.42030616,292.0656433,5.9088569,33.941124,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,28.3196049,Yes
0.1211235,0.4041644,27.7215759,292.0656433,6.1988821,33.0151482,Yes
0.0758436,0.4041644,27.7215759,292.0656433,3.730814,24.6981773,Yes
0.0854686,0.42378,27.41388629,292.0656433,6.2729897,33.941124,Yes
0.0758436,0.4041644,27.7215759,292.0656433,5.9845691,24.6981773,Yes
0.0296026,0.4233707,27.42030616,292.0656433,5.480927,28.3196049,Yes
0.0248139,0.4041644,27.7215759,292.0656433,5.9845691,22.6715679,Yes
0.0761239,0.4039714,27.72460291,292.0656433,4.6903405,22.8473186,Yes
0.0730546,0.4041644,27.7215759,292.0656433,6.4090762,19.6977158,Yes
0.0854686,0.42378,27.41388629,292.0656433,5.9088569,33.941124,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18.3847771,Yes
0.0483199,0.4011565,27.76875846,461.7963257,4.9125233,17.8885441,Yes
0.0425197,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,19.235384,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,18.3847771,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.7200451,Yes
0.0519006,0.3938343,27.88361405,461.7963257,8.2835789,18,Yes
0.0483199,0.4011565,27.76875846,461.7963257,4.9125233,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,18,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,18.3847771,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.042305,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,18.3847771,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0640114,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,7.3472452,18,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,19.235384,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.0483199,0.4011565,27.76875846,461.7963257,4.9125233,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,6.3199687,20,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.0510576,0.3938343,27.88361405,461.7963257,6.3199687,20,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,20,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,18.3847771,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,18.3847771,Yes
0.042305,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,19.235384,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18.3847771,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,18,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,18.3847771,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,20,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,17.7200451,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,17.7200451,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,18.3847771,Yes
0.0510576,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0519006,0.3938343,27.88361405,461.7963257,8.2835789,18,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.042305,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,18.3847771,Yes
0.0782133,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,7.3472452,18,Yes
0.0510576,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.0782133,0.3938343,27.88361405,461.7963257,8.2835789,18,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,18.3847771,Yes
0.067974,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.042305,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,18,Yes
0.0510576,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.0483199,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,19.235384,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,18.3847771,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.7200451,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,8.2835789,18,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.067974,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.0483199,0.4011565,27.76875846,461.7963257,4.9125233,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.0425197,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,18.3847771,Yes
0.0425197,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0782133,0.3938343,27.88361405,461.7963257,8.2835789,18,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18.3847771,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.067974,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,19.235384,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,18.3847771,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.7200451,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.7200451,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,6.3199687,20,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0519006,0.3938343,27.88361405,461.7963257,6.3199687,18,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18.3847771,Yes
0.0640114,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.042305,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.0483199,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,17.7200451,Yes
0.0519006,0.3938343,27.88361405,461.7963257,8.2835789,18,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.0782133,0.3938343,27.88361405,461.7963257,7.3472452,18,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18.3847771,Yes
0.0519006,0.3938343,27.88361405,461.7963257,8.2835789,18,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,19.235384,Yes
0.0483199,0.4011565,27.76875846,461.7963257,5.3453507,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,18.3847771,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,17.7200451,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.0782133,0.3938343,27.88361405,461.7963257,6.4166007,18,Yes
0.067974,0.4011565,27.76875846,461.7963257,6.4166007,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0640114,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.0519006,0.3938343,27.88361405,461.7963257,8.2835789,18,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,20,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.067974,0.4011565,27.76875846,461.7963257,5.3453507,18.3847771,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,18.3847771,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0510576,0.3938343,27.88361405,461.7963257,7.3472452,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,7.3472452,17.7200451,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.0640114,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.042305,0.4011565,27.76875846,461.7963257,6.32618,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
0.03578,0.4011565,27.76875846,461.7963257,4.9398856,17.8885441,Yes
