,POINT_X,POINT_Y,TWI,Slope,Distance,LST,NDVI,SMI,Class
77,631637.029490618,1371912.003766656,12.9598446,3.1622777,1032.6080322,26.03451253712308,0.1661877,0.5117165,0
78,633697.6938766716,1375013.6956889369,9.4334841,1.4142135,461.7963257,25.841337141948145,0.1499572,0.5240317,1
79,634552.7753671883,1368145.1085822375,7.8829379,4.472136,146.0328217,25.99063683183215,0.2685003,0.5145137,1
80,635973.6125715692,1370958.5583701655,8.6814451,5.6568542,146.0328217,23.77930759891001,0.1239749,0.6554884,1
81,634705.5166513007,1375096.1367859335,13.1550961,3.1622777,292.0656433,24.76970442170392,0.1641725,0.5923495,1
82,631512.4355736569,1372793.5061227211,12.8007793,7.0710678,292.0656433,26.31652749284939,0.1587316,0.4937378,1
83,635482.1744591799,1365507.7597751727,11.2252436,4.472136,979.6179199,26.343429412494515,0.1065381,0.4920228,1
84,620790.4710882446,1371587.6851796359,6.1500697,8.0,146.0328217,26.604455944244933,0.4316439,0.475382,1
85,634253.5177975334,1375800.7182688098,10.8197784,4.0,146.0328217,24.068417384611397,0.1257653,0.6370573,1
86,625423.747014014,1373806.6681697778,5.0795774,15.5563488,1524.6274414,25.983364756965383,0.1131892,0.5149773,0
87,633739.6580293588,1375533.034962967,6.4377518,4.472136,206.5215912,24.926702075632928,0.4157741,0.5823407,1
88,618611.2669387702,1377228.8623221945,9.4334841,5.6568542,2075.5163574,26.756119023763688,0.0652096,0.4657133,0
89,632736.9651809772,1379058.2184150235,7.8829379,8.485281,146.0328217,26.632451843032754,0.0935361,0.4735973,1
90,617875.9533394966,1382167.9031692669,10.5320959,2.0,292.0656433,26.722735294409347,0.1617974,0.4678416,1
91,629411.7205450161,1374088.4448702894,14.6538401,5.0990195,146.0328217,26.114366435209437,0.1072935,0.5066258,1
92,632677.3527052803,1371059.2743662596,11.042922,4.0,602.1087646,29.01251364179626,0.142761,0.3218656,0
93,622319.6824694024,1376306.1461620554,5.3677187,7.2111025,1032.6080322,25.77719538678366,0.2091142,0.5281208,0
94,632624.8265558798,1373863.5112544969,15.9027338,1.4142135,146.0328217,26.927463946511523,0.2230417,0.4547899,1
95,633738.8021911997,1374728.3273094893,9.6175385,2.0,461.7963257,25.44013835769113,0.2009645,0.5496085,1
96,633686.753059674,1379645.2102668379,7.927866,7.2111025,292.0656433,27.09930825114975,0.1035637,0.4438347,1
97,634168.3808898786,1368201.6569739971,6.8432169,9.4868326,206.5215912,24.76047270888637,0.3743491,0.5929381,1
98,628788.2170529338,1380904.6171631683,11.7360687,5.8309517,1438.2564697,25.898359919952274,0.1107469,0.5203964,0
99,633167.6693865731,1379193.7506407183,5.9796066,3.1622777,146.0328217,26.521332760175085,0.1112331,0.4806812,1
100,629263.2425767407,1372335.160749111,12.4292164,5.8309517,326.5393066,26.489859824924338,0.2774805,0.4826877,1
101,629086.3039005025,1374133.6741662826,6.4377518,4.0,146.0328217,26.111651215353504,0.0945105,0.5067989,1
102,633678.0803337153,1374081.749429386,10.5320959,4.0,653.0786133,26.209193529529728,0.2523786,0.5005804,0
103,632978.9695265563,1375705.801364781,9.2692318,4.472136,146.0328217,28.42530676279381,0.0908476,0.3593008,1
104,634668.9447799381,1376828.8264726773,9.2411118,5.0990195,146.0328217,28.21224451887548,0.1015663,0.3728837,1
105,629074.9245177004,1374225.5375379808,5.7446046,12.0,146.0328217,26.035974523525454,0.3057703,0.5116234,1
106,628548.7946999352,1378551.6639016513,6.8432169,4.0,206.5215912,25.52940180195617,0.1365337,0.543918,1
107,623944.0342964297,1376778.3565306664,5.6857133,4.2426405,1346.3560791,28.62655098940513,0.1576561,0.3464712,0
108,633697.9076438947,1380615.2773841731,5.6330328,4.472136,923.5926514,26.722303870667645,0.0562011,0.4678691,0
109,632122.3082897179,1379469.9445341136,14.3424826,7.0710678,206.5215912,26.260089644999027,0.1893183,0.4973358,1
110,620560.2468143132,1376301.4744115192,12.8674707,1.4142135,292.0656433,26.482048196215487,-0.0370447,0.4831857,1
111,631407.305689767,1371175.573033407,17.7841492,3.1622777,851.510376,25.397726513384494,0.1644898,0.5523124,1
112,625132.2157062804,1374350.6077771299,11.3276205,5.8309517,1247.7049561,26.33763815321936,0.0964979,0.4923919,0
113,629782.9363822406,1373809.458702402,9.0869102,5.6568542,326.5393066,25.86785391434978,0.1266049,0.5223412,1
114,625633.5087144691,1375398.6753835753,9.5569143,1.4142135,146.0328217,26.592928347527906,0.1265492,0.4761169,1
115,629894.6778066978,1381325.7239335757,6.4966435,5.6568542,206.5215912,26.06483514938077,0.1188235,0.5097834,1
116,634662.020364048,1375288.002925463,11.8313789,4.0,438.0984497,25.825121250941375,0.1907847,0.5250655,1
117,620902.1237210222,1383211.1321311668,11.2252436,4.2426405,326.5393066,28.934714780933856,0.1289066,0.3268254,1
118,624074.6661513384,1383573.3926382884,5.6857133,4.2426405,146.0328217,24.730694026756336,0.1929888,0.5948365,1
119,629609.8913996993,1374069.4347729236,7.130899,2.0,146.0328217,25.98401676238319,0.1160669,0.5149357,1
120,620295.1202098774,1382311.0662227795,11.5129251,1.4142135,292.0656433,26.405076687947822,0.2734327,0.4880927,1
121,635521.5705592055,1373615.6337371431,10.2554646,7.0710678,206.5215912,26.719000416192955,0.0841927,0.4680797,1
122,634965.1033095401,1380250.8693918493,5.9796066,7.0710678,206.5215912,26.392824520233432,0.185635,0.4888737,1
123,636105.3609218188,1366733.1715794597,5.4220357,11.0453606,1579.5864258,25.415193525450206,0.1321168,0.5511988,0
124,618088.2007972337,1382239.2860246953,12.1415339,3.1622777,413.0431824,26.827262966692388,0.1578126,0.4611778,1
125,631474.9197279662,1372853.4467609376,12.5245266,8.0,292.0656433,28.276475230786843,0.1835909,0.3687889,1
126,625419.0003595529,1373727.5975420885,6.6727538,9.4868326,1460.3282471,25.98136207186764,0.123172,0.5151049,0
127,632763.2925042035,1371150.8184226528,5.7446046,8.0,602.1087646,26.312179155569083,0.1262525,0.494015,1
128,632779.0241007889,1379500.1212144084,5.9796066,4.2426405,326.5393066,26.368026884394453,0.2135487,0.4904546,1
129,631642.995785418,1371330.1359536927,13.0970459,5.8309517,1063.1350098,25.96855954313122,0.2123221,0.5159212,0
130,634157.0983276479,1371913.9855055213,9.6958485,4.0,526.5288086,26.42877788431201,0.1450112,0.4865817,1
131,630888.0510057313,1381596.8316086214,9.4334841,1.4142135,888.282959,24.605486857885865,0.042654,0.6028185,0
132,624676.842718075,1383192.8671106305,11.042922,4.2426405,461.7963257,29.146671645689597,0.2240029,0.3133129,0
133,632778.0433226489,1374342.2252160867,12.4292164,3.1622777,206.5215912,27.956459698702474,0.2634939,0.3891903,1
134,631642.1005504951,1370905.7466598619,12.6915808,5.8309517,851.510376,25.761638307690703,0.1378238,0.5291126,1
135,633168.4601511434,1378483.923782112,7.3540425,3.1622777,146.0328217,27.886676004333765,0.1975598,0.3936391,1
136,629820.1031748392,1374234.4449114818,5.6330328,10.1980391,146.0328217,28.924118714885648,0.0714622,0.3275009,1
137,627861.4940124825,1379667.8534244336,12.1415339,4.2426405,292.0656433,27.894328336638694,0.1988546,0.3931512,1
138,631416.0354913734,1371448.3481169082,13.262125,7.0710678,786.4108276,25.85012811531408,0.1296721,0.5234712,1
139,628804.4749348946,1378223.3891872615,4.4075303,18.8679619,146.0328217,26.98450524802217,0.2080596,0.4511535,1
140,634464.7391860234,1375804.0722848866,8.869978,5.0990195,206.5215912,25.762290874055847,0.1464346,0.529071,1
141,621752.8997963956,1382947.7865300607,11.7360687,4.0,146.0328217,24.830699110184128,0.2145682,0.588461,1
142,629514.5651539024,1379536.695025416,11.3793936,4.2426405,206.5215912,26.414379412510243,0.2286496,0.4874996,1
143,625872.2816622648,1377310.1395409666,11.9984331,5.0990195,744.6242065,25.405859265008417,0.2058897,0.5517939,0
144,635000.3648487711,1380327.5375030115,6.0608659,5.8309517,206.5215912,25.899865023709765,0.150551,0.5203004,1
145,634448.1777419577,1371304.2024671563,8.17062,1.4142135,653.0786133,26.333360503475088,0.2019175,0.4926647,1
146,628572.6506211301,1378668.7664496452,5.1552773,7.2111025,146.0328217,25.63326096300557,0.3531018,0.5372968,1
147,617796.5718711121,1382689.9351513328,13.3847275,1.4142135,146.0328217,29.499079697865,0.2199611,0.2908465,1
148,634946.2384646935,1364295.7792657183,5.3677187,5.8309517,786.4108276,26.602061760631216,0.1197324,0.4755346,1
149,626343.7910353065,1383402.813567629,6.4966435,9.8994951,526.5288086,29.01635016213004,0.1953372,0.3216211,0
150,633169.9903995413,1378542.582100354,14.0874443,7.0710678,146.0328217,27.67219693789974,0.1409151,0.4073124,1
151,633002.0542599185,1381778.407968169,9.4334841,4.0,2229.0942383,26.88057259795295,0.2203048,0.4577793,0
152,632572.9416319188,1373488.753051212,13.2401466,4.2426405,461.7963257,26.81572910658707,0.3078709,0.4619131,1
153,628478.7842824776,1378169.8885350022,6.561182,5.6568542,146.0328217,25.95923063240508,0.1671864,0.5165159,1
154,629161.0494304914,1379272.8514518347,5.3677187,7.2111025,146.0328217,26.183125496121647,0.3128661,0.5022423,1
155,633123.3529718015,1379189.1478351,6.1500697,8.0,146.0328217,26.281383319936936,0.1877885,0.4959783,1
156,630008.6778234029,1381669.3316674307,7.8240461,4.0,146.0328217,27.253207717538544,0.1190883,0.4340234,1
157,630672.0738213798,1373639.9737243392,5.6330328,4.472136,146.0328217,27.117536330074984,0.1101709,0.4426726,1
158,635258.2589491028,1374633.89938841,7.0720077,4.2426405,292.0656433,27.07997080365749,0.1835616,0.4450674,1
159,633420.6529355589,1377040.8110526667,6.4377518,4.0,146.0328217,26.68561806385628,0.1187694,0.4702079,1
160,634197.0069396569,1368763.3032788783,10.3397245,4.0,206.5215912,26.788414603743604,0.1042595,0.4636545,1
161,648036.4019106012,1383527.9403659496,11.5129251,4.0,826.0863647,26.98088525176422,0.185469,0.4513842,0
162,639893.6341022672,1364197.2306388784,5.8680348,13.3416643,146.0328217,25.449010298677024,0.1046707,0.549043,1
163,652211.9578233007,1380117.9866422396,5.6330328,4.472136,851.510376,24.733788064702708,0.1854254,0.5946392,0
164,642806.6932446836,1372662.16523882,6.4377518,4.472136,1177.354248,26.30028653971601,0.1748166,0.4947731,0
165,641011.829843008,1371502.2462811433,7.690515,4.0,146.0328217,27.78682473207357,0.1124336,0.4000047,1
166,643790.971729424,1380739.801834209,14.0165033,4.0,923.5926514,25.700457822843415,0.2424407,0.5330129,0
167,636537.1452295193,1380604.1020007783,4.5933123,12.6491108,206.5215912,26.06748384331144,0.178128,0.5096146,1
168,642165.9922533836,1364576.2199897263,5.9796066,5.8309517,461.7963257,26.98275712660188,0.0890331,0.4512649,1
169,651303.2648858288,1374378.1858377736,6.9771566,5.6568542,935.0662842,25.491707426018248,0.1248069,0.546321,1
170,640387.4228581125,1378773.8115042578,8.8128195,5.0990195,888.282959,25.883132560193133,0.1449814,0.5213672,0
171,647777.1880289847,1377010.926471278,6.4377518,5.6568542,730.1641235,26.283325168234228,0.189082,0.4958545,1
172,656020.5917430595,1373357.180745339,6.1500697,8.0,146.0328217,26.6039766813239,0.1738102,0.4754126,1
173,652328.354658258,1381744.515457293,6.5415716,7.0710678,653.0786133,25.77222464605165,0.2834653,0.5284377,1
174,636949.6132445104,1377176.4875177403,6.1500697,8.0,292.0656433,26.592121919715908,0.1033561,0.4761683,1
175,641273.7183073945,1371333.6657578144,6.0911784,5.6568542,292.0656433,26.552512620963,0.0572519,0.4786935,1
176,646190.0317591606,1377615.3676932268,12.3238554,3.1622777,146.0328217,26.67234877688168,0.1112475,0.4710538,1
177,647992.8258655323,1367655.7649319507,11.5129251,1.4142135,1652.1727295,26.75914305871663,0.1088893,0.4655206,0
178,643590.842126986,1363772.30906507,12.6819191,12.083046,292.0656433,26.13198727392023,0.1457566,0.5055025,1
179,641356.9726065351,1383325.7197034173,5.1748877,7.0710678,526.5288086,26.59673323291304,0.1829441,0.4758744,1
180,653279.2209623475,1373295.0325976443,5.6330328,4.0,146.0328217,25.68474226995573,0.080325,0.5340148,1
181,646256.9854102284,1366676.7641545644,10.791791,4.472136,1898.4266357,26.888935806146435,0.1125908,0.4572461,0
182,650842.999053482,1368508.7038191948,5.6330328,4.472136,292.0656433,27.92183422488085,0.1144749,0.3913977,1
183,649417.619003214,1373260.7734972239,12.377923,4.0,1346.3560791,25.9653144066902,0.2427271,0.516128,0
184,642732.6188257635,1363503.559209207,6.6727538,3.1622777,146.0328217,25.2691256784845,0.0876245,0.5605108,1
185,648611.2723518694,1383055.7353611216,11.8103962,4.2426405,1177.354248,26.97593054176588,0.1150903,0.4517001,0
186,639874.8157449458,1377688.0367190463,9.4334841,5.8309517,292.0656433,27.718110484456247,0.0822499,0.4043853,1
187,637200.3980451049,1365129.8760460597,11.042922,5.0990195,146.0328217,27.850677335431044,0.2429991,0.395934,1
188,645645.080629818,1377531.350000767,12.0260725,9.4868326,326.5393066,26.111070101060307,0.1116587,0.5068359,1
189,646103.7297599735,1375907.9320546035,11.5129251,5.8309517,292.0656433,23.89842311730933,0.158207,0.6478946,1
190,636407.286801857,1374770.740401862,5.3391395,6.0,326.5393066,25.75985730853461,0.2402801,0.5292261,1
191,647128.6586591862,1374762.8870550226,12.6864662,9.0553856,146.0328217,26.710523424328127,0.1478907,0.4686201,1
192,643219.4265175592,1379751.7919897418,5.6857133,4.2426405,292.0656433,26.593526845953647,0.2296651,0.4760788,1
193,643785.1133826681,1368223.6447045617,5.8680348,9.4868326,1032.6080322,26.736771201303497,0.0856291,0.4669468,0
194,640440.5699592205,1383099.5991999411,6.1500697,4.472136,730.1641235,26.056046505224288,0.1083887,0.5103437,1
195,655183.1203654921,1379268.6029708236,5.7446046,4.0,1140.5527344,25.239750220357447,0.141881,0.5623835,0
196,649211.2930371007,1372519.5620400887,6.6727538,8.944272,1256.2218018,26.784843353199108,0.2557209,0.4638821,0
197,643822.0771706607,1364441.2209634148,7.5789428,4.472136,146.0328217,25.675373798032467,0.1480157,0.5346121,1
198,638398.0457623741,1368854.9168679584,7.4774728,8.944272,876.1968994,25.830081157848213,0.1542573,0.5247493,1
199,641406.2601839909,1364159.6455074903,5.6330328,6.3245554,146.0328217,26.39657252689057,0.1199736,0.4886348,1
200,644031.4041196611,1368148.344171034,6.0608659,8.2462111,851.510376,26.90565540574852,0.0812783,0.4561802,1
201,645941.2951053055,1375650.0717752948,9.4334841,1.4142135,584.1312866,26.100347636160848,0.1207227,0.5075195,1
202,639045.2646155395,1377985.0924454238,7.8829379,2.0,438.0984497,25.888360779520607,0.1464115,0.5210339,1
203,641851.1891583279,1374848.7460529672,6.4377518,4.2426405,292.0656433,27.82640942950627,0.1065071,0.3974811,1
204,637744.1601049183,1377433.24221682,5.7446046,8.0,292.0656433,25.870532545141256,0.1020174,0.5221704,1
205,647962.8675643839,1380838.8744119927,11.3793936,1.4142135,730.1641235,27.12289021576976,0.121345,0.4423313,1
206,642652.503647401,1374020.1245910488,13.0170031,9.4868326,206.5215912,26.535355730425408,0.1552433,0.4797873,1
207,650733.2865114436,1376375.8597706277,6.0261517,13.0384045,146.0328217,22.908435809942887,0.147437,0.7110074,1
208,650026.5282600475,1377104.3352957051,11.2252436,3.1622777,146.0328217,25.950124784814815,0.1358516,0.5170964,1
209,639052.9415126983,1378240.4806513283,11.2252436,1.4142135,146.0328217,25.42752963861227,0.1266961,0.5504124,1
210,652461.6421075594,1382919.365761228,9.9623795,1.4142135,206.5215912,26.655534828871335,0.1939676,0.4721257,1
211,638737.367080803,1378151.286644807,5.9796066,6.3245554,146.0328217,25.208087878709875,0.144747,0.564402,1
212,652247.5701339031,1382650.8081981018,10.1266308,3.1622777,146.0328217,26.34344775501296,0.1505856,0.4920216,1
213,640389.4672806608,1381070.9100573268,11.8313789,7.2111025,292.0656433,25.26123719155549,0.104162,0.5610137,1
214,653402.0293483334,1381141.3787430972,10.0756836,4.472136,786.4108276,25.233201954574213,0.2091223,0.562801,0
215,650546.5553468354,1376012.851943042,5.3980312,7.2111025,146.0328217,24.08739103766527,0.0919029,0.6358477,1
216,638870.1780463913,1380201.1025512572,7.1897907,5.6568542,146.0328217,27.21553055801576,0.3012689,0.4364254,1
217,654314.64882275,1372779.8340248968,6.4377518,4.0,584.1312866,25.49891693619196,0.2514915,0.5458614,1
218,647263.6761168689,1376140.0161737818,14.7064838,12.6491108,146.0328217,23.45719315476373,0.1684576,0.6760235,1
219,642942.9957234524,1364358.74639309,5.9796066,3.1622777,206.5215912,25.25991774532804,0.1644429,0.5610978,1
220,648783.4572947975,1378511.918411659,6.7843256,5.6568542,1346.3560791,26.390757032114664,0.0862093,0.4890056,0
221,641523.8395915087,1363706.67768508,4.6322927,12.1655254,206.5215912,24.739939769414438,0.1284022,0.594247,1
222,655500.644077369,1379148.5543468054,12.1415339,4.472136,1306.1572266,25.788115738518343,0.0954318,0.5274246,0
223,647565.0118654892,1374933.8084550668,6.7843256,1.4142135,602.1087646,26.29428559166689,0.2520105,0.4951557,1
224,640730.3454670217,1378645.968697643,5.1748877,7.0710678,979.6179199,26.19647550006636,0.2046572,0.5013912,0
225,637330.8389137192,1369584.4492171127,4.6971316,11.0453606,206.5215912,26.42165974933829,0.2160618,0.4870355,1
226,640308.9858200289,1380973.4604011048,5.1006775,12.1655254,292.0656433,25.67471527249893,0.0970818,0.534654,1
227,640327.5034781443,1375029.5420863123,9.7862692,1.4142135,653.0786133,26.37297471851059,0.0858602,0.4901392,1
228,641813.383611678,1369908.321612248,7.8829379,1.4142135,146.0328217,26.254630312243933,0.1376209,0.4976838,1
229,637606.6931275511,1372450.3551259467,7.0193272,8.944272,292.0656433,25.12646912399822,0.2068681,0.5696054,1
230,639258.1943465257,1381400.763638338,8.2506628,4.2426405,146.0328217,25.674434307528315,0.2480792,0.5346719,1
231,637612.2030930035,1370999.8994986452,10.8197784,5.0990195,1168.2625732,26.28036371561643,0.1163009,0.4960433,0
232,650464.9114291789,1374733.471288005,5.7446046,5.0990195,1177.354248,25.871085639969465,0.170192,0.5221353,0
233,654840.7239104053,1380769.9726544823,6.4377518,3.1622777,2195.3547363,26.444498670441927,0.2021877,0.4855795,0
234,644941.5879000751,1377174.3516629504,5.5315623,8.944272,826.0863647,26.66903537984996,0.1793788,0.471265,0
235,641464.8769128034,1370276.3185103424,5.9796066,4.2426405,146.0328217,25.95439824389979,0.1683135,0.5168239,1
236,639290.7281041378,1364865.8206270707,10.1266308,4.0,619.5647583,25.766888631790152,0.1963284,0.5287779,1
237,640095.0049279276,1363984.6424940415,5.6330328,11.3137083,146.0328217,26.59741944279341,0.2718911,0.4758306,1
238,639164.4878654331,1381659.5221767034,15.4021912,1.4142135,146.0328217,25.381280803989,0.2734123,0.5533608,1
